"Country","Year","Pupil-Teacher Ratio Secondary","Region"
"Slovenia","2016",9.69943,"Southern Europe"
"Spain","1971",25.48498,"Southern Europe"
"Spain","1972",26.14025,"Southern Europe"
"Spain","1981",20.90263,"Southern Europe"
"Spain","1982",20.63739,"Southern Europe"
"Spain","1983",20.86861,"Southern Europe"
"Spain","1984",20.2989,"Southern Europe"
"Spain","1985",20.2124,"Southern Europe"
"Spain","1986",20.95812,"Southern Europe"
"Spain","1987",21.26363,"Southern Europe"
"Spain","1988",20.94973,"Southern Europe"
"Spain","1989",20.01398,"Southern Europe"
"Spain","1990",17.18294,"Southern Europe"
"Spain","1991",16.65279,"Southern Europe"
"Spain","1992",16.21173,"Southern Europe"
"Spain","1993",16.42035,"Southern Europe"
"Spain","1994",16.22677,"Southern Europe"
"Spain","1995",15.86602,"Southern Europe"
"Spain","1996",15.19959,"Southern Europe"
"Spain","1999",11.92944,"Southern Europe"
"Spain","2000",11.38215,"Southern Europe"
"Spain","2001",10.87339,"Southern Europe"
"Spain","2002",11.04805,"Southern Europe"
"Spain","2003",11.10863,"Southern Europe"
"Spain","2004",11.00715,"Southern Europe"
"Spain","2005",11.09815,"Southern Europe"
"Spain","2006",10.9525,"Southern Europe"
"Spain","2007",10.80633,"Southern Europe"
"Spain","2008",10.80427,"Southern Europe"
"Spain","2009",10.54833,"Southern Europe"
"Spain","2010",10.80488,"Southern Europe"
"Spain","2011",11.05291,"Southern Europe"
"Spain","2012",11.35027,"Southern Europe"
"Spain","2013",12.01328,"Southern Europe"
"Spain","2014",11.90957,"Southern Europe"
"Spain","2015",11.98294,"Southern Europe"
"Spain","2016",11.60931,"Southern Europe"
"Spain","2017",11.56883,"Southern Europe"
"Sweden","1973",10.34132,"Northern Europe"
"Sweden","1974",9.47166,"Northern Europe"
"Sweden","1975",9.72618,"Northern Europe"
"Sweden","1976",9.36609,"Northern Europe"
"Sweden","1993",8.7207,"Northern Europe"
"Sweden","1994",8.89643,"Northern Europe"
"Sweden","1995",9.72966,"Northern Europe"
"Sweden","1997",10.53314,"Northern Europe"
"Sweden","1998",15.57477,"Northern Europe"
"Sweden","1999",14.98969,"Northern Europe"
"Sweden","2000",14.34758,"Northern Europe"
"Sweden","2001",13.95371,"Northern Europe"
"Sweden","2002",13.3118,"Northern Europe"
"Sweden","2003",12.72636,"Northern Europe"
"Sweden","2004",9.45999,"Northern Europe"
"Sweden","2005",9.66166,"Northern Europe"
"Sweden","2006",9.49064,"Northern Europe"
"Sweden","2007",9.62452,"Northern Europe"
"Sweden","2008",9.67692,"Northern Europe"
"Sweden","2009",9.61574,"Northern Europe"
"Sweden","2010",9.71082,"Northern Europe"
"Sweden","2011",9.5108,"Northern Europe"
"Sweden","2012",9.52382,"Northern Europe"
"Sweden","2013",12.29939,"Northern Europe"
"Sweden","2014",12.61897,"Northern Europe"
"Sweden","2015",12.87345,"Northern Europe"
"Sweden","2016",12.90017,"Northern Europe"
"Sweden","2017",13.07043,"Northern Europe"
"Switzerland","1979",16.07283,"Western Europe"
"Switzerland","1980",15.81711,"Western Europe"
"Switzerland","2012",9.32916,"Western Europe"
"Switzerland","2013",9.27359,"Western Europe"
"Switzerland","2016",9.7742,"Western Europe"
"Switzerland","2017",9.82943,"Western Europe"
"Thailand","1971",15.52916,"South-eastern Asia"
"Thailand","1974",23.20236,"South-eastern Asia"
"Thailand","1977",26.90567,"South-eastern Asia"
"Thailand","1978",23.42989,"South-eastern Asia"
"Thailand","1984",18.73195,"South-eastern Asia"
"Thailand","1985",18.99799,"South-eastern Asia"
"Thailand","1987",17.55675,"South-eastern Asia"
"Thailand","1988",17.12475,"South-eastern Asia"
"Thailand","1989",16.25751,"South-eastern Asia"
"Thailand","1990",16.22193,"South-eastern Asia"
"Thailand","1991",16.65947,"South-eastern Asia"
"Thailand","1992",18.22766,"South-eastern Asia"
"Thailand","1993",19.18826,"South-eastern Asia"
"Thailand","1994",20.15833,"South-eastern Asia"
"Thailand","2001",24.03813,"South-eastern Asia"
"Thailand","2002",23.99672,"South-eastern Asia"
"Thailand","2006",21.69429,"South-eastern Asia"
"Thailand","2007",21.01242,"South-eastern Asia"
"Thailand","2008",21.22434,"South-eastern Asia"
"Thailand","2014",29.53685,"South-eastern Asia"
"Thailand","2015",28.15431,"South-eastern Asia"
"Thailand","2016",26.63435,"South-eastern Asia"
"Thailand","2017",26.36914,"South-eastern Asia"
"Thailand","2018",25.94603,"South-eastern Asia"
"Trinidad and Tobago","1972",24.51004,"Latin America and the Caribbean"
"Trinidad and Tobago","1981",20.03655,"Latin America and the Caribbean"
"Tunisia","1971",27.81418,"Northern Africa"
"Tunisia","1972",28.4159,"Northern Africa"
"Tunisia","1973",27.40954,"Northern Africa"
"Tunisia","1974",24.59063,"Northern Africa"
"Tunisia","1975",22.90927,"Northern Africa"
"Tunisia","1976",23.01802,"Northern Africa"
"Tunisia","1977",21.79276,"Northern Africa"
"Tunisia","1978",19.61058,"Northern Africa"
"Tunisia","1979",20.40426,"Northern Africa"
"Tunisia","1980",20.21191,"Northern Africa"
"Tunisia","1981",19.24176,"Northern Africa"
"Tunisia","1982",19.27796,"Northern Africa"
"Tunisia","1983",19.17612,"Northern Africa"
"Tunisia","1984",18.90621,"Northern Africa"
"Tunisia","1985",18.40731,"Northern Africa"
"Tunisia","1986",18.12755,"Northern Africa"
"Tunisia","1987",17.35806,"Northern Africa"
"Tunisia","1988",17.12958,"Northern Africa"
"Tunisia","1989",17.80808,"Northern Africa"
"Tunisia","1990",17.31576,"Northern Africa"
"Tunisia","1991",17.07726,"Northern Africa"
"Tunisia","1992",16.94076,"Northern Africa"
"Tunisia","1993",17.50111,"Northern Africa"
"Tunisia","1994",18.44015,"Northern Africa"
"Tunisia","1995",18.00927,"Northern Africa"
"Tunisia","1999",18.75247,"Northern Africa"
"Tunisia","2000",18.9929,"Northern Africa"
"Tunisia","2001",18.82918,"Northern Africa"
"Tunisia","2002",20.06534,"Northern Africa"
"Tunisia","2004",17.5787,"Northern Africa"
"Tunisia","2005",17.24309,"Northern Africa"
"Tunisia","2006",16.87683,"Northern Africa"
"Tunisia","2007",16.16369,"Northern Africa"
"Tunisia","2008",15.17504,"Northern Africa"
"Tunisia","2009",13.85534,"Northern Africa"
"Tunisia","2010",13.28804,"Northern Africa"
"Tunisia","2011",13.62495,"Northern Africa"
"Turkey","1971",27.58111,"Western Asia"
"Turkey","1972",28.20275,"Western Asia"
"Turkey","1973",27.71645,"Western Asia"
"Turkey","1974",26.51934,"Western Asia"
"Turkey","1978",22.85246,"Western Asia"
"Turkey","1979",22.77318,"Western Asia"
"Turkey","1980",23.22449,"Western Asia"
"Turkey","1981",19.77134,"Western Asia"
"Turkey","1982",19.63647,"Western Asia"
"Turkey","1983",18.51562,"Western Asia"
"Turkey","1984",19.21565,"Western Asia"
"Turkey","1986",21.11722,"Western Asia"
"Turkey","1987",21.03886,"Western Asia"
"Turkey","1988",22.74969,"Western Asia"
"Turkey","1989",23.41361,"Western Asia"
"Turkey","1990",23.26197,"Western Asia"
"Turkey","1991",23.89033,"Western Asia"
"Turkey","1992",23.37143,"Western Asia"
"Turkey","1993",24.04789,"Western Asia"
"Turkey","1994",23.74015,"Western Asia"
"Turkey","1995",23.32419,"Western Asia"
"Turkey","1997",21.75622,"Western Asia"
"Turkey","2012",17.94572,"Western Asia"
"Turkey","2013",20.13252,"Western Asia"
"Turkey","2014",19.48105,"Western Asia"
"Turkey","2015",18.45287,"Western Asia"
"Turkey","2017",17.34797,"Western Asia"
"United Kingdom","1993",12.24197,"Northern Europe"
"United Kingdom","1994",12.21414,"Northern Europe"
"United Kingdom","1995",11.02098,"Northern Europe"
"United Kingdom","1996",10.49779,"Northern Europe"
"United Kingdom","1997",10.71946,"Northern Europe"
"United Kingdom","1999",14.67131,"Northern Europe"
"United Kingdom","2000",15.05171,"Northern Europe"
"United Kingdom","2001",14.86956,"Northern Europe"
"United Kingdom","2002",15.48066,"Northern Europe"
"United Kingdom","2003",15.34126,"Northern Europe"
"United Kingdom","2004",15.31998,"Northern Europe"
"United Kingdom","2005",14.86558,"Northern Europe"
"United Kingdom","2006",14.54045,"Northern Europe"
"United Kingdom","2007",14.00533,"Northern Europe"
"United Kingdom","2008",14.26922,"Northern Europe"
"United Kingdom","2013",15.86648,"Northern Europe"
"United Kingdom","2014",15.82946,"Northern Europe"
"United Kingdom","2015",15.45905,"Northern Europe"
"United Kingdom","2017",16.61873,"Northern Europe"
"United States","2014",14.78683,"Northern America"
"United States","2015",14.69697,"Northern America"
"United States","2017",14.62452,"Northern America"
"Vietnam","1976",25.90419,"South-eastern Asia"
"Vietnam","1977",25.07864,"South-eastern Asia"
"Vietnam","1990",17.98301,"South-eastern Asia"
"Vietnam","1998",28.86119,"South-eastern Asia"
